Player,Year,Position,Height,Major,Major_Category,Link,Hometown,High_School,High_School_in_PR,Institution,State,Institution_Link,Conference,Division
Celymar Cabranes,So.,DS,5-6,NA,NA,https://www.allenreddevils.com/sports/wvball/2019-20/bios/cabranes_celymar_l1z0?view=profile,Bayamón,Leadership Christian Academy,N,Allen Community College,Kansas,https://www.allenreddevils.com/sports/wvball/index,NJCAA Region 6,NJCAA DII
Jeshmarie Suárez,Jr.,DS/L,5-3,Biology,S.T.E.M.,https://lagoldeneagles.com/sports/womens-volleyball/roster/jeshmarie-suarez/3095,Bayamón,Bayamón Military Academy,Y,California State University Los Angeles,California,https://lagoldeneagles.com/index.aspx?path=vball,California Collegiate Athletic Association,NCAA DII
Alejandra Negrón,Jr.,OH,5-9,Biology,S.T.E.M.,https://lagoldeneagles.com/sports/womens-volleyball/roster/alejandra-negron/3106,Bayamón,Colegio Puertorriqueño de Niñas,Y,California State University Los Angeles,California,https://lagoldeneagles.com/index.aspx?path=vball,California Collegiate Athletic Association,NCAA DII
Militza de Hostos,So.,RSH,5-7,Radiology,S.T.E.M.,https://www.concordiaclippers.com/sports/wvball/2019-20/bios/hostos_militza_rlc3?view=profile,Bayamón,Colegio Beato Carlos Manuel Rodríguez,Y,Concordia College New York,New York,https://www.concordiaclippers.com/sports/wvball/index,Central Atlantic Collegiate Conference,NCAA DII
Nilka Rivera,So.,OH,5-11,Biology,S.T.E.M.,https://www.concordiaclippers.com/sports/wvball/2019-20/bios/rivera_nilka_gtp1?view=profile,Bayamón,Academia Discípulos de Cristo,Y,Concordia College New York,New York,https://www.concordiaclippers.com/sports/wvball/index,Central Atlantic Collegiate Conference,NCAA DII
Maredis Colón,Fr.,OH,5-7,NA,NA,https://www.efsctitans.com/sports/wvball/2019-20/bios/colon_maredis_fc8k?view=bio,Bayamón,Dr. Phillips High School,N,Eastern Florida State College,Florida,https://www.efsctitans.com/sports/wvball/index,NJCAA Region 8,NJCAA DI
Kianna Lozada,So.,L,5-1,Education,Social Sciences,https://www.ecblazers.com/sports/wvball/2019-20/bios/lozada_kianna_ajsw?view=bio,Bayamón,Emadrian Bilingual School,Y,Elms College,Massachusetts,https://www.ecblazers.com/sports/wvball/index,New England Collegiate Conference,NCAA DIII
Alanis Santana,Jr.,S,,Biology,S.T.E.M.,https://fmuathletics.com/roster.aspx?rp_id=1320&path=wvball,Bayamón,Colegio De La Salle,Y,Florida Memorial University,Florida,https://fmuathletics.com/index.aspx?path=wvball,The Sun Conference,NAIA
Nahomie Alejandro,Fr.,MB/RSH,5-10,Exercise Science,Interdisciplinary Studies,https://gculions.com/sports/womens-volleyball/roster/nahomie-alejandro-negron/2721,Bayamón,Colegio Adianez,Y,Georgian Court University,New Jersey,https://gculions.com/index.aspx?path=wvball,Central Atlantic Collegiate Conference,NCAA DII
Mainerys Muñoz,Fr.,DS/L,5-7,Psychology,Social Sciences,https://athletics.holyfamily.edu/sports/womens-volleyball/roster/mainerys-munoz/1730,Bayamón,North Stafford High School,N,Holy Family University,Pennsylvania,https://athletics.holyfamily.edu/index.aspx?path=wvball,Central Atlantic Collegiate Conference,NCAA DII
Jonidsha Nieves Guerrido,Fr.,DS/L,5-3,NA,NA,https://www.ncsasports.org/womens-volleyball-recruiting/puerto-rico/bayamon/emadrian-bilingual-school/jonidsha-nayelie-nieves-guerrido,Bayamón,Emadrian Bilingual School,Y,Independence Community College,Kansas,,NJCAA Region 6,NJCAA DI
Adriana Vélez,Fr.,S,5-6,NA,NA,http://bluedevils.kckcc.edu/sports/wvball/2019-20/bios/velez_adriana_twgo?view=bio,Bayamón,Colegio De La Salle,Y,Kansas City Kansas Community College,Kansas,http://bluedevils.kckcc.edu/sports/wvball/index,NJCAA Region 6,NJCAA DII
Natalia Vega Aponte,So.,DS,5-4,NA,NA,http://bluedevils.kckcc.edu/sports/wvball/2019-20/bios/vega_aponte_natalia_fwlx,Bayamón,Escuela Dr. Agustín Stahl,Y,Kansas City Kansas Community College,Kansas,http://bluedevils.kckcc.edu/sports/wvball/index,NJCAA Region 6,NJCAA DII
Joalys Núñez,Fr.,OH,5-8,NA,NA,https://lssc.prestosports.com/sports/wvball/2019-20/bios/nunez_joalys_za2x,Bayamón,Lyman High School,N,Lake-Sumter State College,Florida,https://lssc.prestosports.com/sports/wvball/index,NJCAA Region 8,NJCAA DII
Nichole Rivera Maldonado,Jr.,RSH/MH,6-1,Biology / Pre-Med,Health and Medicine,https://mercyathletics.com/sports/womens-volleyball/roster/nichole-rivera-maldonado/2903,Bayamón,Academia Discípulos de Cristo,Y,Mercy College,New York,https://mercyathletics.com/index.aspx?path=wvball,East Coast Conference,NCAA DII
Melanie Orsini,Fr.,L,5-2,NA,NA,https://www.monroecollegemustangs.com/sports/womens-volleyball/roster/melanie-orsini/5845,Bayamón,Christian Military Academy,Y,Monroe College,New York,https://www.monroecollegemustangs.com/index.aspx?path=wvball,NJCAA Region 15,NJCAA DI
Jennevy Santos,Jr.,L,5-4,Cyber security,S.T.E.M.,https://morganstatebears.com/sports/womens-volleyball/roster/jennevy-santos/5903,Bayamón,Osceola High School,N,Morgan State University,Maryland,https://morganstatebears.com/index.aspx?path=vball,Mid-Eastern Athletic Conference,NCAA DI
Ariana Ruiz,Fr.,S/DS,5-5,NA,NA,https://neoathletics.com/sports/womens-volleyball/roster/ariana-ruiz/4257,Bayamón,Escuela Francisco Gaztambide Vega,Y,Northeastern Oklahoma A&M College,Oklahoma,https://neoathletics.com/index.aspx?path=wvball,NJCAA Region 2,NJCAA DII
Victoria Medina,Fr.,DS/L,5-2,NA,NA,https://neoathletics.com/sports/womens-volleyball/roster/victoria-medina/4253,Bayamón,,N,Northeastern Oklahoma A&M College,Oklahoma,https://neoathletics.com/index.aspx?path=wvball,NJCAA Region 2,NJCAA DII
Alanis Ruiz,Fr.,MH,5-7,NA,NA,https://neoathletics.com/sports/womens-volleyball/roster/alanis-ruiz/4256,Bayamón,Escuela Francisco Gaztambide Vega,Y,Northeastern Oklahoma A&M College,Oklahoma,https://neoathletics.com/index.aspx?path=wvball,NJCAA Region 2,NJCAA DII
Amanda Rullán Villanova,Jr.,OH,5-10,Accounting,Business,https://niuhuskies.com/sports/womens-volleyball/roster/amanda-rullan-vilanova/6545,Bayamón,Academia Discípulos de Cristo,Y,Northern Illinois University,Illinois,https://niuhuskies.com/index.aspx?path=wvball,Mid-American Conference,NCAA DI
Alondra Rodríguez,Jr.,L,5-4,,,https://rollinssports.com/sports/wvball/roster/alondra-rodriguez/4766,Bayamón,Springstead High School,N,Rollins College,Florida,https://www.rollinssports.com/sports/wvball/index,Sunshine State Conference,NCAA DII
Alanis Alvarado,So.,OH,5-11,Nursing,Health and Medicine,https://saintpeterspeacocks.com/sports/womens-volleyball/roster/alanis-alvarado/3090,Bayamón,Hudson Catholic,N,Saint Peter's University,New Jersey,https://saintpeterspeacocks.com/index.aspx?path=wvball,Metro Atlantic Athletic Conference,NCAA DI
María Hernández,Fr.,S,5-7,NA,NA,https://www.santafesaints.com/sports/wvball/2019-20/bios/hernandez_maria_uxdw,Bayamón,The Rock School,N,Santa Fe College,Florida,https://www.santafesaints.com/sports/wvball/index,NJCAA Region 8,NJCAA DI
Kariana Ayala,Fr.,L,5-6,NA,NA,https://www.santafesaints.com/sports/wvball/2019-20/bios/ayala_kariana_c627,Bayamón,The Rock School,N,Santa Fe College,Florida,https://www.santafesaints.com/sports/wvball/index,NJCAA Region 8,NJCAA DI
Karina Lozada,Jr.,DS/L,5-0,Biology,S.T.E.M.,http://www.sauknights.com/sport/volleyball/roster/karina-lozada,Bayamón,Emadrian Bilingual School,Y,St. Andrews University,North Carolina,http://www.sauknights.com/sport/volleyball,Appalachian Athletic Conference,NAIA
Cristina Robles,Jr.,DS/L,5-2,,,https://sfcathletics.com/sports/womens-volleyball/roster/cristina-robles/3774,Bayamón,Academia Discípulos de Cristo,Y,St. Francis College,New York,https://sfcathletics.com/index.aspx?path=vball,Northeast Conference,NCAA DI
Natalia Ortiz,So.,DS/L,5-0,Mechanical Engineering,S.T.E.M.,https://www.bantamsports.com/sports/wvball/2019-20/bios/ORTIZ_NATALIA?view=bio,Bayamón,Academia Santo Tomás de Aquino,Y,Trinity College,Connecticut,https://www.bantamsports.com/sports/wvball/index,New England Small College Athletic Conference,NCAA DIII
Yamelis Mojica,Fr.,OH / MB,6-2,Exercise Science,Interdisciplinary Studies,https://golobos.com/roster.aspx?rp_id=7956&path=wvball,Bayamón,Colegio Adianez,Y,University of New Mexico,New Mexico,https://golobos.com/index.aspx?path=wvball,Mountain West Conference,NCAA DI
Angelie Rosario,Fr.,DS,5-7,Psychology,Social Sciences,https://unfospreys.com/roster.aspx?rp_id=9615&path=wvball,Bayamón,Colegio Marista,Y,University of North Florida,Florida,https://unfospreys.com/index.aspx?path=wvball,Atlantic Sun Conference,NCAA DI
Keishla Reyes,Jr.,OH,5-8,,,http://www.gospires.com/roster/26/14/5495,Bayamón,Samuel Clemens High School,N,University of Saint Mary,Kansas,http://www.gospires.com/sport/0/14,Kansas Collegiate Athletic Conference,NAIA
Tammy Reyes Pérez,Jr.,S,5-9,,,https://vstateblazers.com/sports/womens-volleyball/roster/tammy-reyes-perez/3720,Bayamón,Colegio Puertorriqueño de Niñas,Y,Valdosta State University,Georgia,https://vstateblazers.com/index.aspx?path=wvball,Gulf South Conference,NCAA DII
Gilmary Ramos,Sr.,DS/S,5-3,Criminal Justice Management,Public and Social Services,https://webberathletics.com/sports/womens-volleyball/roster/gilmary-ramos/6831,Bayamón,Lake Nona High School,N,Webber International University,Florida,https://webberathletics.com/index.aspx?path=wvball,The Sun Conference,NAIA
Nashali Cruz,Jr.,OH,5-8,Biology,S.T.E.M.,http://www.statesmenathletics.com/roster/23/9/16781.php,Bayamón,Academia Discípulos de Cristo,Y,William Penn University,Iowa,http://www.statesmenathletics.com/sport/0/9,Heart of America Athletic Conference,NAIA
Adriana Santiago,So.,S,5-3,Business Administration,Business,http://www.sauknights.com/sport/volleyball/roster/adriana-santiago,Cabo Rojo,Colegio San Agustín de Cabo Rojo,Y,St. Andrews University,North Carolina,http://www.sauknights.com/sport/volleyball,Appalachian Athletic Conference,NAIA
Fabiana de Jesús,So.,DS,5-2,NA,NA,https://redravenathletics.com/sports/wvball/2019-20/bios/de-jesus_fabiana_2jw3,Caguas,Colegio Católico Notre Dame,Y,Coffeyville Community College,Kansas,https://redravenathletics.com/sports/wvball/index,NJCAA Region 6,NJCAA DII
Paula Pérez,Fr.,L/S,5-9,Business,Business,https://www.gowarriorathletics.com/sports/wvball/2019-20/bios/perez_paula_r4ql?view=bio,Caguas,Colegio Católico Notre Dame,Y,Eastern Connecticut State University,Connecticut,https://www.gowarriorathletics.com/sports/wvball/index,Little East Conference,NCAA DIII
Biancaliz Cruz,Fr.,OH/RSH,5-11,Biology,S.T.E.M.,https://fmuathletics.com/roster.aspx?rp_id=1326&path=wvball,Caguas,Colegio Radians,Y,Florida Memorial University,Florida,https://fmuathletics.com/index.aspx?path=wvball,The Sun Conference,NAIA
María Córdova Garriga,Fr.,OH,5-9,NA,NA,https://hillsboroughcc.prestosports.com/sports/wvball/2019-20/bios/cordova-garriga_maria_find,Caguas,Academia Cristo de los Milagros,Y,Hillsborough Community College,Florida,https://hillsboroughcc.prestosports.com/sports/wvball/index,NJCAA Region 8,NJCAA DI
Alanis Jiménez Martínez,Fr.,MB,5-10,NA,NA,https://hillsboroughcc.prestosports.com/sports/wvball/2019-20/bios/jimenez-martinez_alanis_0f0q,Caguas,Academia Cristo de los Milagros,Y,Hillsborough Community College,Florida,https://hillsboroughcc.prestosports.com/sports/wvball/index,NJCAA Region 8,NJCAA DI
Jexley Porrata,So.,MB,5-11,NA,NA,https://www.lrscroyals.com/sports/wvball/2019-20/bios/porrata_jexley_eoq1?view=profile,Caguas,Colegio Bautista de Caguas,Y,Lake Region State College,North Dakota,https://www.lrscroyals.com/sports/wvball/index,NJCAA Region 13,NJCAA DII
Yaidelis López Jiménez,Jr.,DS/L,5-0,Biology,S.T.E.M.,https://saintpeterspeacocks.com/sports/womens-volleyball/roster/yaidelis-lopez-jimenez/3095,Caguas,Colegio Bautista de Caguas,Y,Saint Peter's University,New Jersey,https://saintpeterspeacocks.com/index.aspx?path=wvball,Metro Atlantic Athletic Conference,NCAA DI
Anagabrielle Sánchez,Sr.,L,5-6,Criminal Justice,Public and Social Services,https://springfieldcollegepride.com/sports/wvball/2019-20/bios/sanchez_anagabrielle_l4dj,Caguas,Adler College,Y,Springfield College,Massachusetts,https://springfieldcollegepride.com/sports/wvball/index,New England Women's and Men's Athletic Conference,NCAA DIII
Kariely Santana Delgado,Jr.,OH,5-10,Psychology,Social Sciences,http://www.tsutigers.com/volleyball/roster/2019-20/7499/kariely-santana-delgado/,Caguas,Adler College,Y,Tennessee State University,Tennessee,http://www.tsutigers.com/volleyball/,Ohio Valley Conference,NCAA DI
Génesis Benítez,Sr.,NA,5-2,Interior Design,Arts and Humanities,https://roarlions.com/sports/womens-beach-volleyball/roster/genesis-ben-tez/1857,Caguas,Escuela Manuela Toro,Y,University of North Alabama,Alabama,https://roarlions.com/index.aspx?path=beach_volleyball,Atlantic Sun Conference,NCAA DI BVB
Coralys Maldonado,So.,M/Opp,5-8,NA,NA,https://www.nmmiathletics.com/sports/wvball/2019-20/bios/maldonado_coralys_ygxj?view=profile,Camuy,Colegio Evangélico Capitán Correa,Y,New Mexico Military Institute,New Mexico,https://www.nmmiathletics.com/sports/wvball/index,NJCAA Region 5,NJCAA DI
Alana Rousset Hernández,Sr.,DS/S,5-2,Biology / Psychology,S.T.E.M.,https://www.concordiaclippers.com/sports/wvball/2019-20/bios/rousset-hernandez_alana_xd1u?view=profile,Canóvanas,Carvin School,Y,Concordia College New York,New York,https://www.concordiaclippers.com/sports/wvball/index,Central Atlantic Collegiate Conference,NCAA DII
Laia Jaca,Fr.,S,5-5,NA,NA,https://www.allenreddevils.com/sports/wvball/2019-20/bios/jaca_laia_5b1k?view=profile,Carolina,Colegio De Diego de Carolina,Y,Allen Community College,Kansas,https://www.allenreddevils.com/sports/wvball/index,NJCAA Region 6,NJCAA DII
Nadiushka Conde,Fr.,DS,5-2,NA,NA,https://athletics.clarendoncollege.edu/PreviewPlayer.aspx?ID=30734,Carolina,,,Clarendon College,Texas,https://athletics.clarendoncollege.edu/Volleyball,NJCAA Region 5,NJCAA DI
Adianez Rivera,Jr.,OH,5-9,,,https://columbiacougars.com/sports/womens-volleyball/roster/adianez-rivera/1584,Carolina,,N,Columbia College,Missouri,https://columbiacougars.com/index.aspx?path=wvball,American Midwest Conference,NAIA
Tanializ Rivera,Fr.,MB,5-11,Business Administration,Business,https://www.concordiaclippers.com/sports/wvball/2019-20/bios/rivera_tanializ_vyl5?view=profile,Carolina,Academia Presbiteriana en Villa Carolina,Y,Concordia College New York,New York,https://www.concordiaclippers.com/sports/wvball/index,Central Atlantic Collegiate Conference,NCAA DII
Wilani Velázquez,Fr.,S,5-3,NA,NA,https://goconqs.com/roster.aspx?rp_id=3432&path=wvball,Carolina,Colegio Santa Gema,Y,Dodge City Community College,Kansas,https://goconqs.com/index.aspx?path=wvball,NJCAA Region 6,NJCAA DI
Zulairam de Jesús,Fr.,Opp,5-6,NA,NA,https://goconqs.com/roster.aspx?rp_id=3435&path=wvball,Carolina,Colegio Santa Gema,Y,Dodge City Community College,Kansas,https://goconqs.com/index.aspx?path=wvball,NJCAA Region 6,NJCAA DI
Wandy Cruz,So.,,5-4,,,https://www.fnu.edu/athletics/player/wandy-cruz/,Carolina,The Conrad Academy,N,Florida National University,Florida,https://www.fnu.edu/athletics/team/womens-volleyball-2019-2020/,Association of Independent Institutions,NAIA
Paula Céspedes,Jr.,DS/L,5-0,Psychology/Education,Social Sciences,https://gculions.com/sports/womens-volleyball/roster/paula-cespedes/2711,Carolina,Fountain Christian Bilingual School,Y,Georgian Court University,New Jersey,https://gculions.com/index.aspx?path=wvball,Central Atlantic Collegiate Conference,NCAA DII
Nicole Alméstica,Fr.,DS/OH,5-7,NA,NA,http://bluedevils.kckcc.edu/sports/wvball/2019-20/bios/almestica_nicole_f6v5,Carolina,Academia Presbiteriana en Villa Carolina,Y,Kansas City Kansas Community College,Kansas,http://bluedevils.kckcc.edu/sports/wvball/index,NJCAA Region 6,NJCAA DII
Vianca Vital,Fr.,S,5-4,Marketing,Business,https://govaliants.com/sports/womens-volleyball/roster/vianca-vital/5189,Carolina,Academia del Perpetuo Socorro,Y,Manhattanville College,New York,https://govaliants.com/index.aspx?path=wvball,Skyline Conference,NCAA DIII
Alahna Díaz,Sr.,L,5-4,Biology,S.T.E.M.,https://www.njithighlanders.com/sports/womens-volleyball/roster/alahna-diaz/6295,Carolina,Academia María Reina,Y,New Jersey Institute of Technology,New Jersey,https://www.njithighlanders.com/index.aspx?path=wvball,Atlantic Sun Conference,NCAA DI
Yomaries Villegas,Jr.,DS,5-5,Nursing,Health and Medicine,https://nccueaglepride.com/sports/womens-volleyball/roster/yomaries-villegas/5992,Carolina,St. John Lutheran,N,North Carolina Central University,North Carolina,https://nccueaglepride.com/index.aspx?path=wvball,Mid-Eastern Athletic Conference,NCAA DI
Paola Beníquez,Jr.,OH,5-7,Interior Design,Arts and Humanities,https://goprattgo.com/sports/womens-volleyball/roster/paola-beniquez/1010,Carolina,Colegio Adianez,Y,Pratt Institute,New York,https://goprattgo.com/sports/womens-volleyball,American Collegiate Athletic Association,NCAA DIII
Angeleyshka Curbelo,So.,OH,6-0,Education,Social Sciences,https://saintpeterspeacocks.com/sports/womens-volleyball/roster/angeleyshka-curbelo/3091,Carolina,Colegio Santa Gema,Y,Saint Peter's University,New Jersey,https://saintpeterspeacocks.com/index.aspx?path=wvball,Metro Atlantic Athletic Conference,NCAA DI
Deyaneira Gómez Salgado,Fr.,DS/L,5-2,Business Administration/Healthcare,Business,https://salemtigers.com/sports/womens-volleyball/roster/deyaneira-gomez-salgado/2421,Carolina,Saint Francis School,Y,Salem University,West Virginia,https://salemtigers.com/sports/womens-volleyball,Independent,NCAA DII
Dayane Gómez Salgado,Fr.,S/RSH,5-5,Education/Physical Education,Social Sciences,https://salemtigers.com/sports/womens-volleyball/roster/dayane-gomez-salgado/2417,Carolina,Academia Bautista de Puerto Nuevo,Y,Salem University,West Virginia,https://salemtigers.com/sports/womens-volleyball,Independent,NCAA DII
Vaneris Fuentes,Fr.,S/RSH,5-11,,,https://athletics.setonhill.edu/sports/womens-volleyball/roster/vaneris-fuentes/4235,Carolina,Colegio Adianez,Y,Seton Hill University,Pennsylvania,https://athletics.setonhill.edu/index.aspx?path=wvball,Pennsylvania State Athletic Conference,NCAA DII
Natalia Vélez,So.,MB/OH,6-0,Biochemistry,S.T.E.M.,https://www.devilsathletics.com/sports/wvball/2019-20/bios/velez_natalia_fa1l?view=bio,Carolina,Colegio del Espíritu Santo,Y,University of the Sciences,Pennsylvania,https://www.devilsathletics.com/sports/wvball/index,Central Atlantic Collegiate Conference,NCAA DII
Junelly Marrero,Jr.,DS/L,5-4,Psychology,Social Sciences,https://bcbearsathletics.com/sports/womens-volleyball/roster/junelly-marrero/2538,Cataño,Academia Bautista de Puerto Nuevo,Y,Bloomfield College,New Jersey,https://bcbearsathletics.com/index.aspx?path=wvball,Central Atlantic Collegiate Conference,NCAA DII
Yaireliz Maysonet,Fr.,OH/DS,,NA,NA,https://www.fccbobcats.com/sports/wvball/2019-20/bios/maysonet_yaireliz_oifa,Cataño,,N,Frontier Community College,Illinois,https://www.fccbobcats.com/sports/wvball/index,NJCAA Region 24,NJCAA DII
Fabianne Besosa,So.,DS,5-7,NA,NA,https://www.lrscroyals.com/sports/wvball/2019-20/bios/besosa_fabianne_bdla,Cayey,Colegio Radians,Y,Lake Region State College,North Dakota,https://www.lrscroyals.com/sports/wvball/index,NJCAA Region 13,NJCAA DII
Natalia Rivera,Sr.,L,5-4,Biology,S.T.E.M.,https://www.liuathletics.com/sports/womens-volleyball/roster/natalia-rivera/184,Cayey,Colegio Radians,Y,Long Island University,New York,https://www.liuathletics.com/index.aspx?path=wvball,Northeast Conference,NCAA DI
Laura Ruiz,Fr.,DS/L,5-7,Business Management,Business,https://gopurpleaces.com/sports/womens-volleyball/roster/laura-ruiz/4850,Cayey,Colegio Radians,Y,University of Evansville,Indiana,https://gopurpleaces.com/index.aspx?path=vball,Missouri Valley Conference,NCAA DI
Jesennia Bonilla,Jr.,Opp,5-9,Biology,S.T.E.M.,https://fmuathletics.com/roster.aspx?rp_id=1317&path=wvball,Ceiba,Colegio Héctor Urdaneta,Y,Florida Memorial University,Florida,https://fmuathletics.com/index.aspx?path=wvball,The Sun Conference,NAIA
Nayelis Alvarado,Fr.,OH,5-11,Criminal Justice,Public and Social Services,https://northmiami.jwuathletics.com/sports/wvball/2019-20/bios/alvarado_nayelis_sm8s?view=bio,Ciales,Harmony High School,N,Johnson Wales University - North Miami,Florida,https://northmiami.jwuathletics.com/sports/wvball/index,The Sun Conference,NAIA
Alejandra Delgado,So.,DS,5-3,NA,NA,https://cowleytigers.com/roster.aspx?rp_id=5001&path=wvball,Cidra,Colegio Radians,Y,Cowley College,Kansas,https://cowleytigers.com/index.aspx?path=wvball,NJCAA Region 6,NJCAA DII
Ivanella Figueroa,Fr.,DS,5-1,Pharmacy,S.T.E.M.,https://notredamegators.com/sports/womens-volleyball/roster/ivanella-figueroa/1192,Cidra,Colegio Radians,Y,Notre Dame of Maryland University,Maryland,https://notredamegators.com/sports/womens-volleyball,Colonial States Athletic Conference,NCAA DIII
